"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"11","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ","Peter Cordero","Verified Purchase","Reviewed in the United States on 22 June 2023","5.0 out of 5 stars","        Bought for a long plane ride. Worked fine.  "
"12","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ","Karen King","Verified Purchase","Reviewed in the United States on 28 January 2023","3.6 out of 5 stars","        They look just like they do in the pictures. You do have to connect them to bluetooth still which is a little weird but it's not a problem because they work great.  "
"13","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ","Melissa Casto","Verified Purchase","Reviewed in the United States on 3 April 2023","5.0 out of 5 stars","        The headphones perform really well with great quality sound.  Will definitely be purchasing some more my kids  "
"14","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ","Taylor Clark","Verified Purchase","Reviewed in the United States on 18 May 2023","5.0 out of 5 stars","        My old got lost while on vacation  "
"15","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,"Verified Purchase","Reviewed in the United States on 7 April 2023","5.0 out of 5 stars","        They are the best earbuds I’ve gotten in a long time. Fantastic sound!  "
"16","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,"Verified Purchase","Reviewed in the United States on 7 June 2023","5.0 out of 5 stars","        Good  "
"17","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,"5.0 out of 5 stars",NA
"18","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,"5.0 out of 5 stars",NA
"19","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,"3.6 out of 5 stars",NA
"20","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,"3.6 out of 5 stars",NA
"21","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"22","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"23","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"24","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"25","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"26","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"27","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"28","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"29","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"30","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"31","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"32","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"33","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"34","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"35","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"36","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"37","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"38","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"39","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"40","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"41","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"42","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"43","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"44","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"45","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"46","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"47","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"48","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"49","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
"50","iPhone 15 Pro Max Headphones USB C Headphones For iPhone 15 15 Pro 15 Plus Type C Earphones In-Ear Wired Headphones with Mic and Volume Control Noise Reduction Stereo Earbuds For iPhone 15 Pro Max  ",NA,NA,NA,NA,NA
